ID,symmetry,seq_length
3vpz_A,C2,662
3vrc_A,C2,262
3vrh_A,C2,620
3vtf_A,C2,888
3vv1_A,C2,320
3vwn_X,C2,784
3vx4_A,C2,546
3vzx_A,C2,456
3w08_A,C2,704
3w20_A,C2,546
3w5s_A,C2,742
3w5w_A,C2,702
3w63_A,C2,166
3w77_A,C2,416
3w8q_A,C2,700
3w8s_A,C2,412
3wa2_X,C2,1242
3wad_A,C2,838
3wae_A,C2,660
3wan_A,C2,272
3wbp_A,C2,306
3wco_A,C2,784
3wfi_A,C2,624
3wfw_A,C2,276
3wgt_A,C2,694
3wiq_A,C2,1528
3wjk_A,C2,674
3wjp_A,C2,676
3wmd_A,C2,320
3wmt_A,C2,1044
3wnz_A,C2,940
3wo8_A,C2,956
3wps_A,C2,416
3wpw_A,C2,374
3wqc_A,C2,780
3wqm_A,C2,602
3wqo_A,C2,586
3wrv_A,C2,402
3wtd_A,C2,336
3wud_A,C2,272
3wva_A,C2,340
3ww8_A,C2,260
3wwh_A,C2,660
3wwv_A,C2,160
3wx4_A,C2,200
3wxb_A,C2,558
3wxy_A,C2,834
3wyd_A,C2,456
3zbg_A,C2,914
3zbv_A,C2,242
3zcc_A,C2,228
3zco_A,C2,282
3zd2_A,C2,250
3zdq_A,C2,1190
3zdr_A,C2,866
3zdu_A,C2,650
3zf8_A,C2,610
3zfi_A,C2,208
3zih_A,C2,190
3zit_A,C2,156
3zn3_A,C2,582
3zpx_A,C2,916
3zq5_A,C2,1040
3zrg_A,C2,134
3zrp_A,C2,768
3zta_A,C2,292
3ztv_A,C2,1158
3zu2_A,C2,844
3zuu_A,C2,724
3zux_A,C2,664
3zw5_A,C2,294
3zwf_A,C2,736
3zx6_A,C2,682
3zxc_A,C2,154
3zy2_A,C2,724
3zy7_A,C2,244
3zyl_A,C2,542
3zyy_X,C2,1262
3zzm_A,C2,1046
3zzw_A,C2,578
4a1f_A,C2,676
4a20_A,C2,196
4a27_A,C2,698
4a35_A,C2,882
4a3n_A,C2,142
4a3t_A,C2,970
4a56_A,C2,186
4a5b_A,C2,1222
4a5s_A,C2,1480
4a61_A,C2,652
4a6d_A,C2,706
3we1_A,C2,214
4ae0_A,C2,1070
4aps_A,C2,982
4avr_A,C2,190
4avy_A,C2,484
4aw3_A,C2,834
4awy_B,C2,606
4ax2_A,C2,284
4axd_A,C2,912
4ay0_A,C2,436
4b0z_A,C2,458
4b15_A,C2,532
4b8w_A,C2,638
4b8x_A,C2,294
4bat_A,C2,602
4bjp_A,C2,1022
4bk0_A,C2,222
4a6r_A,C2,918
4a7w_A,C2,480
4a8e_A,C2,584
4a9w_A,C2,714
4ab5_A,C2,444
4adn_A,C2,444
4ae7_A,C2,440
4aeq_A,C2,196
4ag7_A,C2,330
4agh_A,C2,316
4ak5_A,C2,808
4ak9_A,C2,636
4akf_A,C2,1154
4akk_A,C2,846
4akv_A,C2,772
4ao6_A,C2,518
4ao9_A,C2,908
4ap5_A,C2,816
4apy_A,C2,866
4aqt_A,C2,750
4art_A,C2,558
4at0_A,C2,1020
4atd_A,C2,1026
4ath_A,C2,166
4atm_A,C2,486
4aty_A,C2,698
4au1_A,C2,458
4av3_A,C2,1470
4axo_A,C2,302
4axs_A,C2,664
4axv_A,C2,486
4aya_A,C2,194
4ayn_A,C2,534
4b0n_A,C2,828
4b0t_A,C2,986
4b1b_A,C2,1084
4b28_A,C2,940
4b4c_A,C2,422
4b4d_A,C2,524
4b4p_A,C2,302
4b4u_A,C2,606
4b4y_A,C2,308
4b54_A,C2,352
4b5o_A,C2,400
4b5q_A,C2,434
4b8b_A,C2,1206
4b8v_A,C2,456
4b96_A,C2,302
4be3_A,C2,628
4beu_A,C2,784
4bex_1,C2,362
4bf5_A,C2,834
4bg7_A,C2,204
4bhd_A,C2,856
4bhq_A,C2,326
4bhw_A,C2,1156
4bi6_A,C2,514
4bj1_A,C2,638
4bja_A,C2,532
4bkd_A,C2,318
4bne_A,C2,914
4bol_A,C2,518
4bou_A,C2,320
4brz_A,C2,580
4bt2_A,C2,514
4c12_A,C2,1002
4c2e_A,C2,892
4c6s_A,C2,300
4c86_A,C2,330
4co8_A,C2,270
4d1y_A,C2,400
4d74_A,C2,340
4blg_A,C2,282
4bnq_A,C2,390
4boq_A,C2,366
4bs9_A,C2,1562
4bwi_A,C2,864
4bwp_A,C2,896
4bwv_A,C2,566
4bwx_A,C2,858
4bxi_A,C2,306
4by4_A,C2,374
4bzp_A,C2,348
4c0n_A,C2,350
4c0s_A,C2,926
4c18_A,C2,196
4c1o_A,C2,1454
4c3s_A,C2,890
4c54_A,C2,428
4c7v_A,C2,1362
4c98_A,C2,536
4ca4_A,C2,316
4cbp_A,C2,536
4cfg_A,C2,1260
4chi_A,C2,664
4chl_A,C2,476
4ci7_A,C2,940
4ci9_A,C2,910
4cii_A,C2,450
4cjx_A,C2,638
4ckv_X,C2,188
4clv_A,C2,296
4cn0_A,C2,194
4cnd_A,C2,534
4cob_A,C2,430
4coo_A,C2,1126
4cqb_A,C2,846
4csw_A,C2,812
4ctd_A,C2,548
4cth_A,C2,1418
4cuo_A,C2,612
4cvh_A,C2,822
4cvo_A,C2,158
4cvq_A,C2,862
4cvr_A,C2,318
4cw4_A,C2,1278
4cw5_A,C2,908
4cwc_A,C2,562
4cz8_A,C2,844
4d02_A,C2,958
4d3d_A,C2,620
4d3q_A,C2,294
4d48_A,C2,604
4d5c_A,C2,412
4d6q_A,C2,686
4dad_A,C2,292
4dbd_A,C2,444
4dbf_A,C2,576
4ddo_A,C2,902
4df0_A,C2,404
4dk2_A,C2,594
4dkc_A,C2,380
4dkl_A,C2,928
4dun_A,C2,526
4dza_A,C2,814
4ei0_A,C2,624
4epi_A,C2,660
4epu_A,C2,442
4eqq_A,C2,214
4dgs_A,C2,680
4dhd_A,C2,716
4dio_A,C2,810
4dj3_A,C2,634
4djb_A,C2,260
4djg_A,C2,104
4dkk_A,C2,230
4dll_A,C2,640
4dmb_A,C2,408
4dmg_A,C2,786
4dn1_A,C2,816
4dn2_A,C2,416
4dn7_A,C2,858
4dna_A,C2,926
4dng_A,C2,970
4dnn_A,C2,112
4dnx_A,C2,794
4dog_A,C2,442
4dpo_A,C2,238
4dqz_A,C2,460
4dr0_A,C2,700
4ds3_A,C2,418
4dt5_A,C2,286
4dup_A,C2,706
4duq_A,C2,196
4dvh_A,C2,416
4dvj_A,C2,726
4dyl_A,C2,812
4dzh_A,C2,944
4dzo_A,C2,246
4e04_A,C2,654
4e08_A,C2,380
4e0a_A,C2,328
4e0h_A,C2,212
4e0q_A,C2,282
4e16_A,C2,506
4e1p_A,C2,122
4e1r_A,C2,172
4e2a_A,C2,414
4e4r_A,C2,662
4e4t_A,C2,838
4e51_A,C2,934
4e5m_A,C2,658
4e5r_A,C2,112
4e61_A,C2,212
4e6h_A,C2,1358
4e6s_A,C2,186
4e70_A,C2,776
4e71_A,C2,222
4e74_A,C2,234
4e7o_A,C2,300
4e84_A,C2,704
4e9k_A,C2,482
4eae_A,C2,380
4ebg_A,C2,202
4ebj_A,C2,544
4ebr_A,C2,338
4ec7_A,C2,232
4ed9_A,C2,770
4eg0_A,C2,634
4ege_A,C2,756
4egu_A,C2,238
4egw_A,C2,560
4ehs_A,C2,310
4eib_A,C2,218
4eiv_A,C2,594
4em8_A,C2,296
4eo3_A,C2,644
4eo9_A,C2,536
4eog_A,C2,960
4ep4_A,C2,332
4eps_A,C2,1020
4eq1_A,C2,218
4eqs_A,C2,874
4eru_A,C2,340
4es1_A,C2,200
4euu_A,C2,638
4evy_A,C2,332
4fbm_A,C2,586
4fom_A,C2,616
4ftx_A,C2,340
4fuo_A,C2,416
4fz2_A,C2,790
4g41_A,C2,472
4esb_A,C2,230
4esf_A,C2,234
4esn_A,C2,208
4esw_A,C2,684
4etj_A,C2,334
4etm_A,C2,346
4eu9_A,C2,1028
4eun_A,C2,400
4ev0_A,C2,432
4ew5_A,C2,204
4ew6_A,C2,660
4ew7_A,C2,254
4ewc_A,C2,1214
4ewg_A,C2,824
4exj_A,C2,476
4exk_A,C2,974
4exo_A,C2,292
4exr_A,C2,348
4ezb_A,C2,634
4ezf_A,C2,154
4ezg_A,C2,394
4f0b_A,C2,448
4f0c_A,C2,458
4f0l_A,C2,916
4f0r_A,C2,894
4f1w_A,C2,496
4f4h_A,C2,1130
4f80_A,C2,452
4f82_A,C2,352
4f98_A,C2,138
4fak_A,C2,326
4fbd_A,C2,486
4fbk_A,C2,944
4fcj_A,C2,284
4fcu_A,C2,506
4fda_A,C2,546
4fdb_A,C2,202
4fdi_A,C2,1004
4fe7_A,C2,824
4fei_A,C2,204
4fgw_A,C2,782
4fhz_A,C2,570
4fkc_A,C2,754
4fkz_A,C2,776
4flb_A,C2,288
4fmk_A,C2,450
4fp4_A,C2,570
4fr2_A,C2,802
4frf_A,C2,550
4fry_A,C2,314
4fu0_A,C2,714
4fuk_A,C2,674
4fuv_A,C2,466
4fvg_A,C2,266
4fx0_A,C2,296
4fx9_A,C2,906
4fyp_A,C2,526
4fzr_A,C2,796
4fzs_A,C2,448
4g12_A,C2,430
4g1g_A,C2,728
4g1p_A,C2,974
4g1t_A,C2,944
4g2u_A,C2,438
4g3v_A,C2,344
4g3w_A,C2,342
4g5a_A,C2,198
4g65_A,C2,922
4g6c_A,C2,696
4g6x_A,C2,310
4g79_A,C2,284
4g7a_A,C2,496
4g84_A,C2,928
4g9b_A,C2,486
4g9m_A,C2,286
4gaa_A,C2,1218
4gah_A,C2,418
4gak_A,C2,500
4gbd_A,C2,916
4gbu_A,C2,800
4gcm_A,C2,624
4gek_A,C2,522
4gel_A,C2,440
4gf0_A,C2,430
4ggj_A,C2,392
4ghj_A,C2,202
4ghm_A,C2,580
4gi5_A,C2,560
4gic_A,C2,846
4git_A,C2,248
4giw_A,C2,396
4gkg_A,C2,134
4glw_A,C2,610
4gp7_A,C2,342
4gqm_A,C2,236
4gqw_A,C2,304
4gr2_A,C2,256
4gr6_A,C2,252
4gs1_A,C2,790
4gwb_A,C2,336
4gwm_A,C2,1184
4gwo_A,C2,660
4gxo_A,C2,280
4gym_A,C2,298
4gyt_A,C2,388
4gz8_A,C2,1334
4h08_A,C2,400
4h0p_A,C2,876
4h17_A,C2,394
4h3o_A,C2,210
4h3u_A,C2,316
4h40_A,C2,654
4h51_A,C2,840
4h54_A,C2,608
4h6u_A,C2,400
4h7l_A,C2,314
4h7p_A,C2,690
4h86_A,C2,398
4h89_A,C2,346
4h8a_A,C2,678
4ha7_A,C2,498
4hae_A,C2,162
4ham_A,C2,268
4hb1_A,C2,216
4hb7_A,C2,540
4hce_A,C2,304
4hcx_A,C2,818
4he4_A,C2,492
4heh_A,C2,432
4heq_A,C2,292
4hex_A,C2,312
4hfg_A,C2,270
4hfs_A,C2,424
4hfv_A,C2,380
4hg0_A,C2,584
4hhe_A,C2,646
4hhv_A,C2,210
4hi7_A,C2,456
4hia_A,C2,352
4hke_A,C2,240
4hku_A,C2,356
4hms_A,C2,450
4hmw_A,C2,430
4hoj_A,C2,420
4hqm_A,C2,230
4hrv_A,C2,334
4hs2_A,C2,220
4hut_A,C2,382
4huz_A,C2,640
4hwt_A,C2,826
4hwv_A,C2,1006
4hye_A,C2,440
4hyl_A,C2,234
4hz2_A,C2,460
4hz4_A,C2,434
4hzi_A,C2,588
4i0k_A,C2,444
4i1l_A,C2,186
4i1t_A,C2,430
4i1u_A,C2,420
4i3m_A,C2,350
4i4k_A,C2,286
4i66_A,C2,418
4i71_A,C2,660
4i8p_A,C2,1040
4i9b_A,C2,1034
4i9e_A,C2,766
4i9f_A,C2,722
4ia8_A,C2,164
4ian_A,C2,716
4iaq_A,C2,806
4ic3_A,C2,148
4ich_A,C2,622
4id9_A,C2,694
4igj_A,C2,484
4ij5_A,C2,422
4ij7_A,C2,344
4ija_A,C2,794
4ijn_A,C2,796
4ijy_A,C2,652
4ijz_A,C2,560
4ild_A,C2,506
4ilk_A,C2,718
4im0_A,C2,1326
4ina_A,C2,810
4ine_A,C2,908
4inj_A,C2,654
4io2_A,C2,496
4ioh_A,C2,268
4ip4_A,C2,850
4ipl_A,C2,974
4iqb_A,C2,630
4iql_A,C2,666
4ir8_A,C2,694
4iry_A,C2,966
4is7_A,C2,342
4iss_A,C2,1288
4it6_A,C2,248
4iv8_A,C2,568
4iv9_A,C2,1114
4ivn_A,C2,556
4iw7_A,C2,798
4ix3_A,C2,700
4ix8_A,C2,888
4ixo_A,C2,760
4iyj_A,C2,424
4iz6_A,C2,1270
4izh_A,C2,762
4j15_A,C2,1042
4j29_A,C2,268
4j3c_A,C2,534
4j40_A,C2,874
4j42_A,C2,186
4j6f_A,C2,764
4j6v_A,C2,606
4j8c_A,C2,92
4j8q_A,C2,454
4jb7_A,C2,512
4jbb_A,C2,468
4jbe_A,C2,890
4jcw_A,C2,404
4jdp_A,C2,574
4jdr_A,C2,948
4je1_A,C2,350
4je6_A,C2,394
4jed_A,C2,474
4jej_A,C2,488
4jem_A,C2,340
4jf1_A,C2,844
4jf8_A,C2,358
4jga_A,C2,874
4ige_A,C2,690
4ilu_A,C2,340
4irg_A,C2,218
4iuj_A,C2,928
4j0e_A,C2,640
4j0n_A,C2,526
4j6e_A,C2,566
4jbd_A,C2,660
4jn9_A,C2,680
4jo0_A,C2,1068
4joq_A,C2,594
4jos_A,C2,500
4jqt_A,C2,862
4jvu_A,C2,234
4k8l_A,C2,688
4k8w_A,C2,258
4kbj_A,C2,818
4kbx_A,C2,776
4kib_A,C2,714
4kwa_A,C2,390
4l6w_A,C2,986
4jhc_A,C2,430
4jhr_A,C2,666
4jis_A,C2,494
4jix_A,C2,224
4jjp_A,C2,534
4jkv_A,C2,950
4jkz_A,C2,388
4jm0_A,C2,512
4jnq_A,C2,690
4jqp_A,C2,684
4jrl_A,C2,712
4ju5_A,C2,476
4jup_A,C2,208
4juu_A,C2,668
4jvo_A,C2,672
4jxq_A,C2,372
4jz6_A,C2,1000
4jzy_A,C2,1072
4k25_A,C2,766
4k2x_A,C2,1046
4k3g_A,C2,236
4k5c_A,C2,366
4k7z_A,C2,934
4kem_A,C2,780
4kf9_A,C2,658
4kgb_A,C2,974
4kgo_A,C2,480
4kir_A,C2,920
4kk2_A,C2,732
4km3_A,C2,572
4kmh_A,C2,968
4kmr_A,C2,560
4kn5_A,C2,506
4kn8_A,C2,534
4koa_A,C2,666
4kp2_A,C2,882
4ks9_A,C2,856
4ktp_A,C2,1538
4ktw_A,C2,322
4kuk_A,C2,292
4kun_A,C2,182
4kv2_A,C2,184
4kv9_A,C2,824
4ky9_A,C2,612
4kz1_A,C2,362
4l0m_A,C2,518
4l0r_A,C2,222
4l3r_A,C2,292
4l4u_A,C2,894
4l4x_A,C2,1160
4l4y_A,C2,532
4l57_A,C2,390
4l5e_A,C2,92
4l69_A,C2,526
4l87_A,C2,952
4l8e_A,C2,470
4l8j_A,C2,656
4l8n_A,C2,914
4l9e_A,C2,278
4l9m_A,C2,1118
4l9n_A,C2,290
4l9u_A,C2,112
4lan_A,C2,752
4ldp_A,C2,910
4ln9_A,C2,650
4lpy_A,C2,202
4lqc_A,C2,296
4lui_A,C2,466
4lxh_A,C2,554
4m4x_A,C2,374
4mjk_A,C2,530
4mn7_A,C2,298
4mt2_A,C2,124
4mv2_A,C2,256
4lb0_A,C2,696
4lb8_A,C2,580
4lc3_A,C2,782
4ld8_A,C2,594
4ldr_A,C2,738
4lds_A,C2,892
4ldu_A,C2,794
4ldv_A,C2,724
4le5_A,C2,860
4le9_A,C2,156
4lhs_A,C2,686
4lir_A,C2,234
4lit_A,C2,814
4lj3_A,C2,558
4lji_A,C2,282
4lls_A,C2,622
4lmi_A,C2,278
4lmw_A,C2,502
4lns_A,C2,702
4lob_A,C2,694
4low_A,C2,178
4lqb_A,C2,260
4lqx_A,C2,644
4ls9_A,C2,682
4lsb_A,C2,588
4ltb_A,C2,382
4lub_A,C2,552
4luk_A,C2,378
4luy_A,C2,770
4lw8_A,C2,658
4lxq_A,C2,548
4m03_A,C2,420
4m0q_A,C2,460
4m0s_A,C2,292
4m51_A,C2,854
4m57_A,C2,1452
4m6e_A,C2,20
4m8m_A,C2,1264
4m8z_A,C2,702
4m9r_A,C2,612
4mae_A,C2,1154
4mak_A,C2,188
4maq_A,C2,480
4mcw_A,C2,738
4mdu_A,C2,750
4me9_A,C2,378
4mea_A,C2,662
4mf5_A,C2,512
4mfv_A,C2,1068
4mg3_A,C2,290
4mgp_A,C2,46
4mh4_A,C2,294
4mhx_A,C2,1020
4mj7_A,C2,318
4mjf_A,C2,526
4mk3_A,C2,452
4mk6_A,C2,378
4mki_A,C2,596
4ml9_A,C2,572
4mmo_A,C2,874
4mnd_A,C2,958
4mo7_A,C2,424
4mpm_A,C2,302
4mq0_A,C2,892
4msp_A,C2,400
4mt8_A,C2,204
4muc_A,C2,250
4mur_A,C2,422
4muz_A,C2,458
4mvc_A,C2,600
4mxt_A,C2,380
4myb_A,C2,522
4mym_A,C2,352
4myp_A,C2,244
4myy_A,C2,170
4mza_A,C2,874
4mzv_A,C2,496
4n06_A,C2,694
4n0r_A,C2,1026
4n0v_A,C2,448
4n18_A,C2,664
4n1d_A,C2,232
4n2k_A,C2,1380
4n3o_A,C2,684
4n6j_A,C2,100
4n6q_A,C2,400
4n81_A,C2,518
4n8p_A,C2,270
4n9j_A,C2,456
4n9n_A,C2,876
4na1_A,C2,1274
4nad_A,C2,308
4nao_A,C2,652
4ncx_A,C2,1012
4nds_A,C2,188
4ndw_A,C2,306
4ne7_A,C2,768
4nex_A,C2,334
4ney_A,C2,346
4nn1_A,C2,436
4nog_A,C2,884
4noi_A,C2,722
4npc_A,C2,530
4npx_A,C2,230
4nqf_A,C2,316
4nsv_A,C2,550
4nt5_A,C2,214
4ntc_A,C2,670
4ntd_A,C2,680
4ntl_A,C2,494
4nuq_A,C2,430
4nur_A,C2,1266
4nvs_A,C2,326
4o0c_A,C2,618
4o1g_A,C2,648
4o2z_A,C2,754
4o38_A,C2,676
4o3v_A,C2,362
4o4o_A,C2,414
4o4v_A,C2,504
4o5a_A,C2,690
4o5f_A,C2,560
4o5v_A,C2,478
4o60_A,C2,468
4o6m_A,C2,744
4o6y_A,C2,460
4o7h_A,C2,444
4o7j_A,C2,326
4o7o_A,C2,910
4o8b_A,C2,244
4o98_A,C2,674
4o9k_A,C2,260
4oaq_A,C2,734
4oci_A,C2,292
4oej_A,C2,1046
4ofd_A,C2,428
4ofx_A,C2,638
4ogd_A,C2,930
4oh3_A,C2,1198
4oh9_A,C2,102
4oi3_A,C2,178
4oie_A,C2,370
4oiv_A,C2,452
4ojv_A,C2,738
4ok4_A,C2,1472
4p04_A,C2,1142
4p5w_A,C2,822
4p5x_A,C2,630
4p7a_A,C2,696
4pfe_A,C2,690
4pfh_A,C2,596
4ppu_A,C2,556
4pxe_A,C2,860
4pz1_A,C2,196
4oke_A,C2,336
4oky_C,C2,586
4ol9_A,C2,608
4om7_A,C2,358
4omv_A,C2,412
4on3_A,C2,418
4onj_A,C2,714
4oo0_A,C2,472
4oo7_A,C2,136
4opa_A,C2,450
4opf_A,C2,876
4oqp_A,C2,528
4or2_A,C2,778
4or8_A,C2,534
4otm_A,C2,282
4otn_A,C2,270
4oun_A,C2,326
4ouo_A,C2,474
4ov4_A,C2,828
4ove_A,C2,874
4ovy_A,C2,620
4ow5_A,C2,740
4ow8_A,C2,566
4owi_A,C2,66
4oy3_A,C2,462
4oyu_A,C2,392
4p0e_A,C2,378
4p22_A,C2,892
4p2l_A,C2,1012
4p2x_A,C2,514
4p4u_A,C2,726
4p53_A,C2,840
4p5i_A,C2,540
4p5n_A,C2,154
4p82_A,C2,366
4p8i_A,C2,520
4p9f_A,C2,430
4p9g_A,C2,394
4pcv_A,C2,480
4pde_A,C2,570
4pdx_A,C2,1280
4peo_A,C2,212
4pfz_A,C2,518
4ph6_A,C2,512
4phj_A,C2,346
4pic_A,C2,312
4pkm_A,C2,618
4pl0_A,C2,1160
4plr_A,C2,578
4pmv_A,C2,714
4pn6_A,C2,426
4pob_A,C2,234
4pr3_A,C2,466
4prs_A,C2,454
4pt4_A,C2,198
4pts_A,C2,696
4puc_A,C2,1008
4pv4_A,C2,890
4pvc_A,C2,684
4pw0_A,C2,566
4pw1_A,C2,504
4pw2_A,C2,1170
4pww_A,C2,178
4pwy_A,C2,528
4pxd_A,C2,826
4pzj_A,C2,140
4pzk_A,C2,340
4q05_A,C2,720
4q0j_A,C2,1048
4q14_A,C2,278
4q1v_A,C2,1420
4q20_A,C2,536
4q25_A,C2,500
4q2e_A,C2,580
4q2l_A,C2,140
4q2q_A,C2,204
4q34_A,C2,646
4q51_A,C2,562
4q5f_A,C2,436
4q5n_A,C2,472
4q5q_A,C2,438
4q62_A,C2,844
4q69_A,C2,924
4q6r_A,C2,1022
4q6u_A,C2,706
4q75_A,C2,858
4q7e_A,C2,258
4q7o_A,C2,292
4q84_A,C2,1172
4q97_A,C2,222
4q9a_A,C2,458
4q9b_A,C2,206
4q9c_A,C2,222
4q9m_A,C2,492
4q9v_A,C2,372
4qas_A,C2,402
4qav_A,C2,830
4qbo_A,C2,184
4qc2_A,C2,494
4qds_A,C2,374
4qdy_A,C2,454
4qgk_A,C2,922
4qgr_A,C2,764
4qhj_A,C2,220
4qhr_A,C2,712
4qit_A,C2,714
4qjy_A,C2,1296
4ql0_A,C2,1108
4qlx_A,C2,438
4qlz_A,C2,574
4qmk_A,C2,1354
4qnc_A,C2,186
4qoa_A,C2,254
4qri_A,C2,414
4qvs_A,C2,454
4qxz_A,C2,332
4qyr_A,C2,1230
4qys_A,C2,884
4r14_A,C2,362
4r16_A,C2,836
4r1h_A,C2,256
4r3q_A,C2,176
4r60_A,C2,800
4r6i_A,C2,956
4r7e_A,C2,138
4r7f_A,C2,806
4r82_A,C2,370
4r8d_A,C2,788
4r8z_A,C2,436
4r9z_A,C2,556
4rbr_A,C2,278
4rck_A,C2,440
4rct_A,C2,730
4rd7_A,C2,254
4rfq_A,C2,584
4rg1_A,C2,626
4rg2_A,C2,250
4rgb_A,C2,588
4rgd_A,C2,140
4rgk_A,C2,836
4rgp_A,C2,514
4rhp_A,C2,470
4ri2_A,C2,424
4ri6_A,C2,430
4rit_A,C2,972
4rk4_A,C2,566
4rk6_A,C2,574
4rkk_A,C2,664
4qla_A,C2,894
4qn9_A,C2,786
4qqr_A,C2,602
4r1i_A,C2,1044
4r9x_A,C2,466
4raa_A,C2,724
4rfa_A,C2,452
4rg5_A,C2,802
4rl4_A,C2,424
4rlz_A,C2,632
4rmb_A,C2,332
4rmf_A,C2,1218
4rmm_A,C2,308
4rnh_A,C2,906
4rni_A,C2,572
4ro3_A,C2,240
4rp3_A,C2,196
4rqo_A,C2,952
4rrq_A,C2,294
4rs8_A,C2,168
4rsw_A,C2,510
4rt5_A,C2,228
4rud_A,C2,116
4rue_A,C2,618
4ruq_A,C2,476
4rvs_A,C2,658
4rxj_A,C2,226
4ry2_A,C2,1460
4ryk_A,C2,612
4rz0_A,C2,292
4rz3_A,C2,590
4rzf_A,C2,512
4rzh_A,C2,494
4rzk_A,C2,180
4s1a_A,C2,466
4s1h_A,C2,574
4s1w_A,C2,716
4s21_A,C2,1050
4s2r_P,C2,1278
4tkr_A,C2,428
4tl3_A,C2,452
4tn5_A,C2,226
4toi_A,C2,652
4tpt_A,C2,606
4tq2_A,C2,378
4tqj_A,C2,812
4tr6_A,C2,760
4tr7_A,C2,804
4tr8_A,C2,766
4trb_A,C2,420
4trt_A,C2,736
4tsd_A,C2,390
4tt0_A,C2,276
4ttw_A,C2,322
4tvi_A,C2,624
4tvm_A,C2,862
4tvo_A,C2,660
4twe_A,C2,1486
4twk_A,C2,566
4tx5_A,C2,384
4u13_A,C2,218
4u1f_A,C2,994
4u3e_A,C2,1342
4u3q_A,C2,244
4u4i_A,C2,322
4u5t_A,C2,78
4u64_A,C2,262
4u6d_A,C2,828
4u7n_A,C2,554
4u9n_A,C2,356
4ua1_A,C2,264
4uab_A,C2,694
4ubv_A,C2,798
4uds_A,C2,428
4ug1_A,C2,152
4uhm_A,C2,936
4uii_A,C2,434
4uir_A,C2,1292
4unu_A,C2,222
4up3_A,C2,628
4up7_A,C2,1554
4upg_A,C2,338
4upi_A,C2,1152
4upl_A,C2,1138
4urp_A,C2,386
4urs_A,C2,376
4usc_A,C2,606
4uss_A,C2,650
4utu_A,C2,458
4uu3_A,C2,336
4uul_A,C2,682
4uuo_A,C2,680
4uuu_A,C2,310
4uuy_A,C2,698
4uvj_A,C2,812
4uvq_A,C2,552
4uwm_A,C2,756
4ux7_A,C2,484
4uzi_A,C2,892
4uzk_A,C2,746
4uzv_A,C2,328
4v03_A,C2,514
4v0p_A,C2,426
4v12_A,C2,686
4v15_A,C2,758
4v17_A,C2,318
4v1p_A,C2,376
4v23_A,C2,512
4v29_A,C2,354
4v2i_A,C2,646
4v2k_A,C2,506
4v2x_A,C2,1194
4w5k_A,C2,792
4w66_A,C2,486
4w68_A,C2,266
4w82_A,C2,678
4w8c_A,C2,288
4w8i_A,C2,1102
4w98_A,C2,290
4w9r_A,C2,796
4wbd_A,C2,1082
4wbq_A,C2,480
4wd2_A,C2,816
4wd3_A,C2,826
4wer_A,C2,606
4wh5_A,C2,324
4whj_A,C2,1292
4wik_A,C2,468
4wis_A,C2,1470
4wji_A,C2,586
4wjl_A,C2,1438
4wjm_A,C2,624
4wjt_A,C2,334
4wjy_A,C2,904
4wk5_A,C2,588
4wky_A,C2,1190
4wml_A,C2,462
4wny_A,C2,336
4wo7_A,C2,526
4wp9_A,C2,354
4wpc_A,C2,634
4wpe_A,C2,612
4wpy_A,C2,188
4wse_A,C2,1168
4wsz_A,C2,136
4wub_A,C2,784
4wuv_A,C2,614
4wwb_A,C2,236
4wy5_A,C2,664
4wzi_A,C2,1310
4x08_A,C2,268
4x0r_A,C2,478
4x1j_A,C2,232
4x2c_A,C2,470
4x36_A,C2,636
4x3l_A,C2,520
4x54_A,C2,552
4x5s_A,C2,464
4x7y_A,C2,548
4x82_A,C2,574
4x9k_A,C2,724
4x9z_A,C2,100
4xa8_A,C2,640
4xgo_A,C2,712
4xll_A,C2,376
4xo1_A,C2,120
4xso_A,C2,776
4xvv_A,C2,154
4y1e_A,C2,358
4yi7_A,C2,730
4yiw_A,C2,902
4yj1_A,C2,1230
4ymy_A,C2,348
4ymz_A,C2,502
4xaq_A,C2,1006
4xb0_A,C2,436
4xb1_A,C2,670
4xba_A,C2,400
4xcm_A,C2,488
4xcv_A,C2,640
4xcz_A,C2,834
4xea_A,C2,846
4xep_A,C2,534
4xfw_A,C2,452
4xgx_A,C2,680
4xh4_A,C2,832
4xhc_A,C2,1086
4xhs_A,C2,960
4xhy_A,C2,376
4xi2_A,C2,892
4xin_A,C2,252
4xiv_A,C2,504
4xkj_A,C2,670
4xly_A,C2,600
4xqc_A,C2,950
4xr9_A,C2,912
4xt0_A,C2,492
4xtt_A,C2,170
4xuk_A,C2,582
4xuv_A,C2,746
4xwt_A,C2,1118
4xxh_A,C2,510
4xxi_A,C2,314
4xxo_A,C2,406
4xyb_A,C2,782
4xz7_A,C2,798
4xzz_A,C2,678
4y0v_A,C2,356
4y2w_A,C2,776
4y4r_A,C2,908
4y5u_A,C2,1098
4y6w_A,C2,458
4y7i_A,C2,784
4y7l_A,C2,480
4y8f_A,C2,502
4yba_A,C2,198
4ybn_A,C2,448
4yc5_A,C2,470
4ydr_A,C2,608
4ye0_A,C2,238
4yep_A,C2,370
4yer_A,C2,656
4yet_A,C2,406
4yfg_A,C2,976
4yh6_A,C2,696
4yke_A,C2,1096
4yki_A,C2,512
4yl5_A,C2,526
4yld_A,C2,282
4ymg_A,C2,480
